Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"PRDM12","PR/SET Domain 12","Protein Coding","36","GC09P130664","4.31046867370605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM12"
"CALR","Calreticulin","Protein Coding","48","GC19P012938","4.29681015014648","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"KDR","Kinase Insert Domain Receptor","Protein Coding","51","GC04M055078","4.28427886962891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"POGLUT1","Protein O-Glucosyltransferase 1","Protein Coding","38","GC03P119468","4.25946569442749","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POGLUT1"
"FKBP14-AS1","FKBP14 Antisense RNA 1","RNA Gene","8","GC07P029991","4.21615171432495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP14-AS1"
"ARL3","ADP Ribosylation Factor Like GTPase 3","Protein Coding","43","GC10M102673","4.19867134094238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL3"
"USH2A","Usherin","Protein Coding","37","GC01M215622","4.19867134094238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USH2A"
"MPV17","Mitochondrial Inner Membrane Protein MPV17","Protein Coding","40","GC02M027309","4.19865083694458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPV17"
"IL12RB1","Interleukin 12 Receptor Subunit Beta 1","Protein Coding","42","GC19M018058","4.19657182693481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB1"
"BTNL2","Butyrophilin Like 2","Protein Coding","37","GC06M032393","4.18977880477905","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTNL2"
"EBP","EBP Cholestenol Delta-Isomerase","Protein Coding","41","GC0XP048521","4.18779420852661","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBP"
"CFI","Complement Factor I","Protein Coding","44","GC04M109732","4.16354846954346","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFI"
"LOC106096416","KRT18 Locus Control Region","Biological Region","2","GC12P052949","4.13575077056885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106096416"
"CRX","Cone-Rod Homeobox","Protein Coding","42","GC19P047819","4.12587118148804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRX"
"POFUT1","Protein O-Fucosyltransferase 1","Protein Coding","42","GC20P032207","4.12386274337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POFUT1"
"IL17F","Interleukin 17F","Protein Coding","39","GC06M054559","4.12386274337769","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17F"
"TRAF3IP2-AS1","TRAF3IP2 Antisense RNA 1","RNA Gene","18","GC06P111483","4.12260961532593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3IP2-AS1"
"KTCN7","Keratoconus 7","Genetic Locus","1","GC13U900921","4.12260961532593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KTCN7"
"COL6A3","Collagen Type VI Alpha 3 Chain","Protein Coding","42","GC02M237324","4.11360216140747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A3"
"CLEC7A","C-Type Lectin Domain Containing 7A","Protein Coding","43","GC12M017571","4.10389232635498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC7A"
"PRPH2","Peripherin 2","Protein Coding","37","GC06M054414","4.10050630569458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPH2"
"CLDN16","Claudin 16","Protein Coding","40","GC03P190290","4.08643865585327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN16"
"VSX1","Visual System Homeobox 1","Protein Coding","37","GC20M025070","4.05720043182373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSX1"
"TGFB2","Transforming Growth Factor Beta 2","Protein Coding","48","GC01P218345","4.02314567565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2"
"RPE65","Retinoid Isomerohydrolase RPE65","Protein Coding","43","GC01M068428","4.01306676864624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPE65"
"RBP3","Retinol Binding Protein 3","Protein Coding","40","GC10P047348","3.98610281944275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP3"
"CCR6","C-C Motif Chemokine Receptor 6","Protein Coding","43","GC06P167111","3.98123526573181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6"
"MAPKAPK3","MAPK Activated Protein Kinase 3","Protein Coding","47","GC03P050611","3.97325396537781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK3"
"PKP1","Plakophilin 1","Protein Coding","40","GC01P201283","3.970623254776","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP1"
"STX1A","Syntaxin 1A","Protein Coding","45","GC07M073700","3.96699285507202","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX1A"
"MKS1","MKS Transition Zone Complex Subunit 1","Protein Coding","39","GC17M058205","3.95536851882935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKS1"
"RPGRIP1","RPGR Interacting Protein 1","Protein Coding","38","GC14P028142","3.95536851882935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPGRIP1"
"LRAT","Lecithin Retinol Acyltransferase","Protein Coding","43","GC04P154626","3.94097661972046","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRAT"
"CSTA","Cystatin A","Protein Coding","43","GC03P122325","3.92690896987915","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSTA"
"TET2","Tet Methylcytosine Dioxygenase 2","Protein Coding","43","GC04P105145","3.92002987861633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET2"
"SIGLEC5","Sialic Acid Binding Ig Like Lectin 5","Protein Coding","36","GC19M054885","3.91961908340454","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC5"
"CTSC","Cathepsin C","Protein Coding","44","GC11M088211","3.91821908950806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSC"
"COL6A2","Collagen Type VI Alpha 2 Chain","Protein Coding","42","GC21P046098","3.91821908950806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A2"
"MERTK","MER Proto-Oncogene, Tyrosine Kinase","Protein Coding","49","GC02P111898","3.90355253219604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MERTK"
"NR2E3","Nuclear Receptor Subfamily 2 Group E Member 3","Protein Coding","41","GC15P071792","3.90355253219604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2E3"
"DKC1","Dyskerin Pseudouridine Synthase 1","Protein Coding","45","GC0XP154762","3.85833287239075","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKC1"
"ROM1","Retinal Outer Segment Membrane Protein 1","Protein Coding","42","GC11P062611","3.85546445846558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROM1"
"LRP5","LDL Receptor Related Protein 5","Protein Coding","47","GC11P068298","3.85235214233398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"SERPINH1","Serpin Family H Member 1","Protein Coding","44","GC11P075562","3.8505973815918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINH1"
"DYNC2H1","Dynein Cytoplasmic 2 Heavy Chain 1","Protein Coding","37","GC11P103109","3.82732367515564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC2H1"
"FSCN2","Fascin Actin-Bundling Protein 2, Retinal","Protein Coding","39","GC17P081531","3.81818556785583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSCN2"
"MIR122","MicroRNA 122","RNA Gene","21","GC18P058451","3.81673502922058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"TMEM67","Transmembrane Protein 67","Protein Coding","36","GC08P093754","3.7980809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM67"
"IL4","Interleukin 4","Protein Coding","43","GC05P132673","3.78842377662659","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4"
"CP","Ceruloplasmin","Protein Coding","46","GC03M149162","3.77241230010986","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","50","GC17M042313","3.77146577835083","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"IFT88","Intraflagellar Transport 88","Protein Coding","40","GC13P020566","3.76119065284729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT88"
"AGTR1","Angiotensin II Receptor Type 1","Protein Coding","49","GC03P148697","3.75576329231262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1"
"PDE6B","Phosphodiesterase 6B","Protein Coding","44","GC04P000587","3.74402284622192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6B"
"SAG","S-Antigen Visual Arrestin","Protein Coding","43","GC02P233345","3.74402284622192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAG"
"PROM1","Prominin 1","Protein Coding","43","GC04M015965","3.74402284622192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROM1"
"RGR","Retinal G Protein Coupled Receptor","Protein Coding","41","GC10P087698","3.74402284622192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGR"
"PRPF31","Pre-MRNA Processing Factor 31","Protein Coding","41","GC19P059948","3.74402284622192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF31"
"NRL","Neural Retina Leucine Zipper","Protein Coding","40","GC14M024078","3.74402284622192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRL"
"EYS","Eyes Shut Homolog","Protein Coding","35","GC06M063719","3.74402284622192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYS"
"TNFRSF11B","TNF Receptor Superfamily Member 11b","Protein Coding","45","GC08M118923","3.73535513877869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B"
"SH3BP2","SH3 Domain Binding Protein 2","Protein Coding","39","GC04P002794","3.73535513877869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BP2"
"TWIST2","Twist Family BHLH Transcription Factor 2","Protein Coding","40","GC02P238848","3.73133277893066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWIST2"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","46","GC16P050693","3.71534776687622","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"CRP","C-Reactive Protein","Protein Coding","44","GC01M159722","3.70859527587891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRP"
"IMPDH1","Inosine Monophosphate Dehydrogenase 1","Protein Coding","47","GC07M128392","3.69767808914185","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPDH1"
"OFD1","OFD1 Centriole And Centriolar Satellite Protein","Protein Coding","41","GC0XP013734","3.69767808914185","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OFD1"
"TULP1","TUB Like Protein 1","Protein Coding","40","GC06M054318","3.69767808914185","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TULP1"
"SPATA7","Spermatogenesis Associated 7","Protein Coding","36","GC14P088384","3.69767808914185","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA7"
"ROBO2","Roundabout Guidance Receptor 2","Protein Coding","41","GC03P075955","3.6925802230835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO2"
"IL17RA","Interleukin 17 Receptor A","Protein Coding","42","GC22P017174","3.65786504745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RA"
"IL17RC","Interleukin 17 Receptor C","Protein Coding","39","GC03P009917","3.65786504745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17RC"
"LOC105371046","Uncharacterized LOC105371046","RNA Gene","8","GC16P007386","3.65786504745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105371046"
"CANDN1","Candidiasis, Nail 1 (With ICAM1 Deficiency)","Genetic Locus","2","GC11U900009","3.65786504745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CANDN1"
"CANDF1","Candidiasis, Familial 1","Genetic Locus","1","GC02U902082","3.65786504745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CANDF1"
"DDD3","Dowling-Degos Disease 3","Genetic Locus","1","GC17U902031","3.65786504745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDD3"
"NPHP3","Nephrocystin 3","Protein Coding","37","GC03M132683","3.64047861099243","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHP3"
"CA4","Carbonic Anhydrase 4","Protein Coding","44","GC17P060149","3.62558794021606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA4"
"BBS2","Bardet-Biedl Syndrome 2","Protein Coding","40","GC16M056467","3.62558794021606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBS2"
"RP1L1","RP1 Like 1","Protein Coding","35","GC08M010606","3.60561728477478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RP1L1"
"BMP2","Bone Morphogenetic Protein 2","Protein Coding","44","GC20P006696","3.59836173057556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2"
"APOE","Apolipoprotein E","Protein Coding","48","GC19P044906","3.59106159210205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOE"
"INSL6","Insulin Like 6","Protein Coding","34","GC09M004991","3.58166527748108","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSL6"
"ERCC1","ERCC Excision Repair 1, Endonuclease Non-Catalytic Subunit","Protein Coding","44","GC19M053875","3.56314873695374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC1"
"PADI3","Peptidyl Arginine Deiminase 3","Protein Coding","40","GC01P017249","3.5530321598053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI3"
"POMGNT1","Protein O-Linked Mannose N-Acetylglucosaminyltransferase 1 (Beta 1,2-)","Protein Coding","43","GC01M046188","3.54795408248901","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMGNT1"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","50","GC03P012287","3.5473690032959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"SEMA4A","Semaphorin 4A","Protein Coding","43","GC01P156147","3.54143857955933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA4A"
"TTC8","Tetratricopeptide Repeat Domain 8","Protein Coding","39","GC14P089618","3.54007577896118","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC8"
"MPL","MPL Proto-Oncogene, Thrombopoietin Receptor","Protein Coding","45","GC01P043337","3.53864192962646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPL"
"WDR19","WD Repeat Domain 19","Protein Coding","36","GC04P039184","3.53762149810791","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR19"
"SMAD7","SMAD Family Member 7","Protein Coding","41","GC18M048919","3.53119897842407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7"
"DLL4","Delta Like Canonical Notch Ligand 4","Protein Coding","44","GC15P040929","3.52340650558472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4"
"LOC107303339","3p25 BRK1 Alu-Mediated Recombination Region","Biological Region","1","GC03P010120","3.50354051589966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107303339"
"EDN1","Endothelin 1","Protein Coding","45","GC06P012256","3.49893045425415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"MIR222","MicroRNA 222","RNA Gene","21","GC0XM045747","3.4945855140686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR222"
"CSF2","Colony Stimulating Factor 2","Protein Coding","41","GC05P132073","3.49283123016357","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF2"
"ACTC1","Actin Alpha Cardiac Muscle 1","Protein Coding","41","GC15M034790","3.48982572555542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTC1"
"FECH","Ferrochelatase","Protein Coding","44","GC18M057544","3.48374009132385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FECH"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","51","GC14M104769","3.48168611526489","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"LEMD3","LEM Domain Containing 3","Protein Coding","40","GC12P065169","3.47497892379761","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEMD3"
"PSEN1","Presenilin 1","Protein Coding","50","GC14P073136","3.46983909606934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN1"
"LMNA","Lamin A/C","Protein Coding","46","GC01P156082","3.45995950698853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"AHR","Aryl Hydrocarbon Receptor","Protein Coding","47","GC07P016916","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHR"
"CNGA1","Cyclic Nucleotide Gated Channel Subunit Alpha 1","Protein Coding","43","GC04M047935","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGA1"
"PDE6G","Phosphodiesterase 6G","Protein Coding","43","GC17M081650","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6G"
"TUB","TUB Bipartite Transcription Factor","Protein Coding","42","GC11P008040","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUB"
"CNGB1","Cyclic Nucleotide Gated Channel Subunit Beta 1","Protein Coding","41","GC16M057884","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGB1"
"PRPF3","Pre-MRNA Processing Factor 3","Protein Coding","41","GC01P150321","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF3"
"PRPF8","Pre-MRNA Processing Factor 8","Protein Coding","40","GC17M001650","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF8"
"GUCA1B","Guanylate Cyclase Activator 1B","Protein Coding","39","GC06M054412","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCA1B"
"CDHR1","Cadherin Related Family Member 1","Protein Coding","38","GC10P084194","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDHR1"
"CERKL","Ceramide Kinase Like","Protein Coding","38","GC02M181536","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERKL"
"HGSNAT","Heparan-Alpha-Glucosaminide N-Acetyltransferase","Protein Coding","36","GC08P043140","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGSNAT"
"RP9","RP9 Pre-MRNA Splicing Factor","Protein Coding","36","GC07M033094","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RP9"
"CLRN1","Clarin 1","Protein Coding","33","GC03M150926","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLRN1"
"CFAP418","Cilia And Flagella Associated Protein 418","Protein Coding","27","GC08M095245","3.42863416671753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP418"
"TCF4","Transcription Factor 4","Protein Coding","45","GC18M055222","3.41418147087097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4"
"CLDN19","Claudin 19","Protein Coding","40","GC01M042742","3.41410255432129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN19"
"SLC40A1","Solute Carrier Family 40 Member 1","Protein Coding","44","GC02M189560","3.40955066680908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC40A1"
"MIR155","MicroRNA 155","RNA Gene","18","GC21P025573","3.4035427570343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155"
"NCKAP1","NCK Associated Protein 1","Protein Coding","38","GC02M182909","3.39954018592834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCKAP1"
