Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"ANKRD1","Ankyrin Repeat Domain 1","Protein Coding","41","GC10M090912","8.05367469787598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD1"
"CLDN1","Claudin 1","Protein Coding","45","GC03M190305","8.00702857971191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1"
"NPPB","Natriuretic Peptide B","Protein Coding","42","GC01M011858","7.99882793426514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPB"
"SERPINA1","Serpin Family A Member 1","Protein Coding","47","GC14M094376","7.96714115142822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1"
"STAT1","Signal Transducer And Activator Of Transcription 1","Protein Coding","51","GC02M190908","7.95894432067871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1"
"LAMA4","Laminin Subunit Alpha 4","Protein Coding","43","GC06M112107","7.95552110671997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA4"
"JUP","Junction Plakoglobin","Protein Coding","45","GC17M041754","7.90002107620239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUP"
"CALR","Calreticulin","Protein Coding","48","GC19P012938","7.88185024261475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"IKBKG","Inhibitor Of Nuclear Factor Kappa B Kinase Regulatory Subunit Gamma","Protein Coding","46","GC0XP154541","7.87030506134033","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKG"
"CYCS","Cytochrome C, Somatic","Protein Coding","47","GC07M025118","7.83818769454956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS"
"HMOX1","Heme Oxygenase 1","Protein Coding","50","GC22P035380","7.81816053390503","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"DSG2","Desmoglein 2","Protein Coding","44","GC18P031498","7.81786632537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG2"
"PRKCA","Protein Kinase C Alpha","Protein Coding","49","GC17P066302","7.80717658996582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA"
"UROD","Uroporphyrinogen Decarboxylase","Protein Coding","43","GC01P045132","7.75355339050293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UROD"
"FKRP","Fukutin Related Protein","Protein Coding","39","GC19P046746","7.69736003875732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKRP"
"FLG","Filaggrin","Protein Coding","39","GC01M152274","7.68283748626709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLG"
"FN1","Fibronectin 1","Protein Coding","48","GC02M215360","7.650954246521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"
"RHO","Rhodopsin","Protein Coding","45","GC03P132419","7.64991474151611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHO"
"PMM2","Phosphomannomutase 2","Protein Coding","44","GC16P008788","7.64433526992798","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMM2"
"MT-ND3","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 3","Protein Coding","32","GCMTP010061","7.63815307617188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND3"
"NTRK1","Neurotrophic Receptor Tyrosine Kinase 1","Protein Coding","47","GC01P156815","7.63687610626221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK1"
"MT-CYB","Mitochondrially Encoded Cytochrome B","Protein Coding","31","GCMTP014749","7.61130332946777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CYB"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","51","GC03P179148","7.49174642562866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"CAVIN1","Caveolae Associated Protein 1","Protein Coding","31","GC17M042404","7.4017653465271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAVIN1"
"AGPAT2","1-Acylglycerol-3-Phosphate O-Acyltransferase 2","Protein Coding","44","GC09M136673","7.34429883956909","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGPAT2"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","46","GC01M017541","7.34101057052612","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"NDUFB11","NADH:Ubiquinone Oxidoreductase Subunit B11","Protein Coding","38","GC0XM047142","7.32001638412476","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB11"
"ANKS6","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 6","Protein Coding","37","GC09M098731","7.23636865615845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS6"
"NOTCH1","Notch Receptor 1","Protein Coding","49","GC09M136957","7.21781063079834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH1"
"COQ2","Coenzyme Q2, Polyprenyltransferase","Protein Coding","39","GC04M083261","7.21033906936646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ2"
"CTNNA3","Catenin Alpha 3","Protein Coding","39","GC10M065912","7.12191915512085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA3"
"MMP13","Matrix Metallopeptidase 13","Protein Coding","48","GC11M102942","7.10868358612061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP13"
"JAK2","Janus Kinase 2","Protein Coding","51","GC09P004985","7.06011486053467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"DCN","Decorin","Protein Coding","44","GC12M091140","7.03558349609375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCN"
"ABCA4","ATP Binding Cassette Subfamily A Member 4","Protein Coding","44","GC01M093992","6.9733510017395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA4"
"CREBBP","CREB Binding Protein","Protein Coding","50","GC16M005093","6.96879720687866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"BEST1","Bestrophin 1","Protein Coding","41","GC11P061949","6.96855783462524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BEST1"
"TGFB2","Transforming Growth Factor Beta 2","Protein Coding","48","GC01P218345","6.93658447265625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2"
"CASP8","Caspase 8","Protein Coding","50","GC02P201233","6.92699003219604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8"
"TLR4","Toll Like Receptor 4","Protein Coding","49","GC09P117704","6.89437961578369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4"
"MBTPS2","Membrane Bound Transcription Factor Peptidase, Site 2","Protein Coding","42","GC0XP021839","6.86507415771484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBTPS2"
"SERPINE1","Serpin Family E Member 1","Protein Coding","48","GC07P101127","6.86280059814453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1"
"CCL2","C-C Motif Chemokine Ligand 2","Protein Coding","47","GC17P034255","6.84734392166138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2"
"AGTR2","Angiotensin II Receptor Type 2","Protein Coding","41","GC0XP116170","6.84612846374512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR2"
"GZMB","Granzyme B","Protein Coding","44","GC14M024630","6.84211111068726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GZMB"
"CRP","C-Reactive Protein","Protein Coding","44","GC01M159722","6.83993673324585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRP"
"IFNG","Interferon Gamma","Protein Coding","45","GC12M068154","6.76952266693115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG"
"CASP1","Caspase 1","Protein Coding","48","GC11M105025","6.75396585464478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP1"
"NDUFAF5","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 5","Protein Coding","35","GC20P013843","6.74403429031372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF5"
"NF1","Neurofibromin 1","Protein Coding","47","GC17P031094","6.74342584609985","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF1"
"BCS1L","BCS1 Homolog, Ubiquinol-Cytochrome C Reductase Complex Chaperone","Protein Coding","43","GC02P218658","6.70787811279297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCS1L"
"RDH12","Retinol Dehydrogenase 12","Protein Coding","43","GC14P067701","6.70223426818848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RDH12"
"CRB1","Crumbs Cell Polarity Complex Component 1","Protein Coding","41","GC01P197170","6.70223426818848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB1"
"MAPK14","Mitogen-Activated Protein Kinase 14","Protein Coding","50","GC06P064281","6.69295310974121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14"
"STX1A","Syntaxin 1A","Protein Coding","45","GC07M073700","6.69092750549316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX1A"
"SDHD","Succinate Dehydrogenase Complex Subunit D","Protein Coding","43","GC11P112087","6.66387271881104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHD"
"MT-TW","Mitochondrially Encoded TRNA-Trp (UGA/G)","RNA Gene","13","GCMTP005514","6.65897464752197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TW"
"BMP4","Bone Morphogenetic Protein 4","Protein Coding","47","GC14M053949","6.64435338973999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4"
"CLTC","Clathrin Heavy Chain","Protein Coding","44","GC17P059619","6.62187385559082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTC"
"MAPK8","Mitogen-Activated Protein Kinase 8","Protein Coding","48","GC10P048306","6.6042423248291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK8"
"REN","Renin","Protein Coding","45","GC01M204154","6.54820346832275","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"GJA5","Gap Junction Protein Alpha 5","Protein Coding","44","GC01M147756","6.53112030029297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA5"
"TRPM4","Transient Receptor Potential Cation Channel Subfamily M Member 4","Protein Coding","44","GC19P049157","6.52301597595215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM4"
"RTEL1","Regulator Of Telomere Elongation Helicase 1","Protein Coding","39","GC20P063658","6.51936960220337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTEL1"
"CEP290","Centrosomal Protein 290","Protein Coding","39","GC12M088049","6.50538444519043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP290"
"TERC","Telomerase RNA Component","RNA Gene","28","GC03M169765","6.48351621627808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERC"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","50","GC17M042313","6.44837522506714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"RLBP1","Retinaldehyde Binding Protein 1","Protein Coding","43","GC15M089209","6.43319034576416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLBP1"
"MYC","MYC Proto-Oncogene, BHLH Transcription Factor","Protein Coding","49","GC08P127735","6.40056324005127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC"
"HGSNAT","Heparan-Alpha-Glucosaminide N-Acetyltransferase","Protein Coding","36","GC08P043140","6.38004636764526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGSNAT"
"TIMP2","TIMP Metallopeptidase Inhibitor 2","Protein Coding","42","GC17M078852","6.36581897735596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP2"
"SLC22A5","Solute Carrier Family 22 Member 5","Protein Coding","45","GC05P132369","6.33105659484863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A5"
"ERCC6","ERCC Excision Repair 6, Chromatin Remodeling Factor","Protein Coding","44","GC10M049454","6.32361078262329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC6"
"FKTN","Fukutin","Protein Coding","37","GC09P105558","6.30929517745972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKTN"
"AP1B1","Adaptor Related Protein Complex 1 Subunit Beta 1","Protein Coding","42","GC22M029327","6.23261499404907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1B1"
"TYMP","Thymidine Phosphorylase","Protein Coding","44","GC22M050525","6.22818851470947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMP"
"CFTR","CF Transmembrane Conductance Regulator","Protein Coding","49","GC07P117287","6.22576999664307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR"
"TMPO","Thymopoietin","Protein Coding","44","GC12P098515","6.21268606185913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPO"
"GALK1","Galactokinase 1","Protein Coding","45","GC17M075751","6.20812749862671","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK1"
"KRT18","Keratin 18","Protein Coding","46","GC12P052948","6.19858980178833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18"
"ESR1","Estrogen Receptor 1","Protein Coding","50","GC06P151656","6.19396018981934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1"
"WT1","WT1 Transcription Factor","Protein Coding","47","GC11M032365","6.18973636627197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1"
"NOS3","Nitric Oxide Synthase 3","Protein Coding","50","GC07P150990","6.17218494415283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3"
"CMA1","Chymase 1","Protein Coding","42","GC14M024506","6.1482572555542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMA1"
"PDE6A","Phosphodiesterase 6A","Protein Coding","45","GC05M149857","6.11780166625977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6A"
"KRT8","Keratin 8","Protein Coding","45","GC12M052897","6.11119556427002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8"
"KRT6B","Keratin 6B","Protein Coding","40","GC12M052446","6.07157611846924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT6B"
"NDUFAF6","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 6","Protein Coding","33","GC08P094895","6.04289627075195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF6"
"CARMIL2","Capping Protein Regulator And Myosin 1 Linker 2","Protein Coding","28","GC16P067644","6.02969694137573","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARMIL2"
"LRP1","LDL Receptor Related Protein 1","Protein Coding","45","GC12P057128","6.00181436538696","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP1"
"IL5","Interleukin 5","Protein Coding","42","GC05M132541","5.99169445037842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5"
"IFT140","Intraflagellar Transport 140","Protein Coding","39","GC16M004773","5.98908376693726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT140"
"SLC2A10","Solute Carrier Family 2 Member 10","Protein Coding","43","GC20P046709","5.965980052948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A10"
"GSN","Gelsolin","Protein Coding","47","GC09P121201","5.96145439147949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN"
"SMAD7","SMAD Family Member 7","Protein Coding","41","GC18M048919","5.94023036956787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7"
"GJA1","Gap Junction Protein Alpha 1","Protein Coding","49","GC06P121436","5.93516111373901","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA1"
"GJB6","Gap Junction Protein Beta 6","Protein Coding","43","GC13M020221","5.92634010314941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB6"
"FGFR1","Fibroblast Growth Factor Receptor 1","Protein Coding","52","GC08M038400","5.89989757537842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"
"ATPAF2","ATP Synthase Mitochondrial F1 Complex Assembly Factor 2","Protein Coding","37","GC17M017977","5.8958854675293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATPAF2"
"CLN3","CLN3 Lysosomal/Endosomal Transmembrane Protein, Battenin","Protein Coding","43","GC16M028466","5.89495038986206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN3"
"SMC1A","Structural Maintenance Of Chromosomes 1A","Protein Coding","44","GC0XM053374","5.8765287399292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC1A"
"HCN4","Hyperpolarization Activated Cyclic Nucleotide Gated Potassium Channel 4","Protein Coding","46","GC15M073319","5.86133909225464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCN4"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","45","GC11M002901","5.85685729980469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"PRKD1","Protein Kinase D1","Protein Coding","48","GC14M029576","5.84404468536377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD1"
"RET","Ret Proto-Oncogene","Protein Coding","51","GC10P043081","5.84006261825562","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RET"
"CD34","CD34 Molecule","Protein Coding","41","GC01M207880","5.81970071792603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD34"
"CD4","CD4 Molecule","Protein Coding","47","GC12P006786","5.80738544464111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"INSR","Insulin Receptor","Protein Coding","51","GC19M007112","5.80695199966431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR"
"JAG1","Jagged Canonical Notch Ligand 1","Protein Coding","48","GC20M010637","5.80423593521118","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1"
"CASP9","Caspase 9","Protein Coding","46","GC01M015491","5.74723052978516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP9"
"SGCD","Sarcoglycan Delta","Protein Coding","43","GC05P155686","5.74441957473755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCD"
"ATP7A","ATPase Copper Transporting Alpha","Protein Coding","44","GC0XP077956","5.7257866859436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP7A"
"ERCC4","ERCC Excision Repair 4, Endonuclease Catalytic Subunit","Protein Coding","44","GC16P013920","5.72289943695068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC4"
"TGM5","Transglutaminase 5","Protein Coding","41","GC15M043346","5.71094846725464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM5"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","49","GC11M102835","5.70130491256714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"MYO7A","Myosin VIIA","Protein Coding","41","GC11P077128","5.67726039886475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO7A"
"TXNRD2","Thioredoxin Reductase 2","Protein Coding","45","GC22M019863","5.67360496520996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD2"
"MYH9","Myosin Heavy Chain 9","Protein Coding","48","GC22M036281","5.67313766479492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9"
"CBL","Cbl Proto-Oncogene","Protein Coding","48","GC11P119206","5.67275142669678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL"
"FKBP14-AS1","FKBP14 Antisense RNA 1","RNA Gene","8","GC07P029991","5.66250610351563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP14-AS1"
"KRT6A","Keratin 6A","Protein Coding","44","GC12M052488","5.65667772293091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT6A"
"NEK8","NIMA Related Kinase 8","Protein Coding","40","GC17P028725","5.64823436737061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK8"
"USH2A","Usherin","Protein Coding","37","GC01M215622","5.64502573013306","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USH2A"
